nome,cpf,email,sexo,idade,nota ENEM,Abandono,semestre do abandono,CRA 2o semestre,CRA 4o semestre,CRA 6o semestre
Amanda Martins,172.956.830-03,goncalvesluiz-fernando@example.net,feminino,21,732.0209760767406,False,,7.158879840479647,8.56211816641435,8.249025012074435
Augusto Ramos,264.319.850-60,sophia03@example.net,masculino,21,652.2757063667933,True,7.0,5.094177469745728,8.06763646451379,9.83041901771685
Sra. Giovanna da Luz,026.538.491-51,clarice91@example.org,feminino,18,779.8932253413948,True,1.0,,,
Olivia Lima,056.941.278-11,barbara10@example.net,feminino,28,651.6371827239971,False,,7.955195965640465,8.47800344417422,5.502965296305665
Erick Sales,143.670.859-10,fvieira@example.com,masculino,24,754.4441261327428,True,7.0,8.939280192042872,7.511811966957917,8.060761810164468
Ana Clara Ribeiro,786.053.912-86,igor57@example.org,feminino,25,780.3801083704591,False,,6.613124876728174,5.498643782156257,9.324572473270297
Benício das Neves,975.243.106-25,crocha@example.org,masculino,23,729.516644348642,False,,9.20551766896126,6.039750749334003,6.0774834130420885
Murilo Fernandes,548.736.120-71,marcelo27@example.net,masculino,26,708.2098082578713,False,,8.190388639386704,8.050284643732178,9.098340783335303
Kamilly Silva,619.078.325-21,osouza@example.com,feminino,23,724.1512862291303,True,1.0,,,
Pedro Henrique Barros,196.507.423-52,emanuellyramos@example.org,masculino,25,783.591282278449,True,1.0,,,
Clarice da Rocha,704.839.261-40,luizamoraes@example.com,feminino,18,665.1293545697104,False,,9.590329881142686,8.73692195794785,7.915303351102784
Levi da Conceição,293.476.015-43,ocosta@example.com,masculino,27,763.5346356575894,True,2.0,,,
Sr. Calebe da Mota,063.287.519-40,camilaribeiro@example.com,masculino,28,775.6521496160865,False,,6.205766023826127,5.8720890925734235,8.083241168724111
Benício Teixeira,706.829.413-87,tjesus@example.net,masculino,28,714.3890760441186,False,,6.45619703744652,9.055895767493368,9.370762402983722
Pietro Vieira,728.619.435-64,gomesmaite@example.org,masculino,20,679.0941338736662,False,,8.778646046479398,7.4824385742721145,7.596261686438033
Kamilly da Mata,367.189.405-93,gomesthales@example.com,feminino,24,734.199604228134,True,3.0,5.613313606325327,,
Lavínia Cunha,189.530.247-14,joao-pedro38@example.com,feminino,24,760.3764715945586,False,,5.271435481622046,5.385623935311684,7.430809704533333
Rafaela Moura,791.605.324-16,joao-pedro92@example.org,feminino,25,704.3066087557427,False,,5.168151335743359,7.418965882184105,5.012981566777261
Luana Aragão,691.308.725-02,acampos@example.net,feminino,24,779.8243945816891,True,1.0,,,
Diego Costa,302.915.486-60,laurajesus@example.com,masculino,25,773.2362940992257,True,7.0,5.7994484325685045,8.77464978934013,6.779099210030889
Diogo Souza,704.519.826-49,augusto96@example.org,masculino,29,748.728222807563,True,9.0,7.841736787488371,5.3429195702902,7.437933311653158
Sabrina Barbosa,360.745.289-00,pintoleticia@example.net,feminino,19,671.1728548499202,False,,8.580303182444553,9.473668808588725,6.713376477945021
Luana Silveira,823.941.756-64,kduarte@example.org,feminino,25,784.2349036916279,True,2.0,,,
Gabriel Gonçalves,078.439.512-88,omoura@example.org,masculino,25,753.4551032353635,False,,9.888779530664738,7.301706863362504,8.580246486565295
Murilo Moreira,984.631.207-50,daniela16@example.com,masculino,27,680.2438072293348,True,4.0,6.3864822532183805,,
Felipe Ramos,905.318.746-48,heitor60@example.org,masculino,24,751.449264418017,True,9.0,7.271350106660382,6.873581013841074,6.613844464797373
Eduarda Araújo,932.568.107-21,pedro-henrique95@example.org,feminino,22,778.7779851301727,False,,8.43812685721655,8.520729328264,9.957544336041023
Levi Peixoto,825.069.143-15,rezendecatarina@example.com,masculino,27,704.1851591216886,True,9.0,7.7825393041283455,5.217588973027446,7.4247473869260725
Srta. Laís Farias,684.102.793-04,da-cunharodrigo@example.org,feminino,19,706.2580165372959,False,,8.749392267935557,7.0802554619561295,8.389797882161908
Caio Teixeira,963.840.215-60,lavinia57@example.net,masculino,25,779.1537006630489,True,7.0,9.988517404588546,8.402215477796267,8.951908518985872
Mariane Viana,132.890.576-40,vieiraamanda@example.net,feminino,25,666.1195436925335,True,3.0,9.745728225796249,,
Srta. Melissa Pinto,082.634.791-69,leonardorocha@example.com,feminino,23,706.0069157785288,True,8.0,7.256306020529527,7.943012706369328,9.586634039159826
Marcelo Carvalho,824.351.960-24,isaaccardoso@example.com,masculino,19,656.3143247997056,False,,8.319243802094784,9.128746635798906,5.629723774620788
Igor Campos,068.273.945-65,gomesmaria-julia@example.org,masculino,23,668.1412464592014,True,3.0,6.871992430918571,,
Lucas Porto,469.378.152-55,ribeirovitor-gabriel@example.com,masculino,22,668.3643895698715,False,,9.667401298914044,8.68222821736233,5.6402186592118735
Joana Moraes,804.319.257-04,gda-cunha@example.net,feminino,24,651.6337752548015,True,3.0,8.814273976336676,,
Sr. Vitor Hugo da Costa,256.348.901-60,rsantos@example.net,masculino,23,708.6240982023168,False,,7.2216304306143275,8.579614266696202,7.593822742696503
Ana Lívia Aragão,627.359.048-65,correiarodrigo@example.org,feminino,24,753.2498380374911,True,5.0,7.501378943677742,9.534429185961972,
Carlos Eduardo Cunha,836.207.149-40,vfernandes@example.org,masculino,25,723.1739202606783,True,8.0,6.516343473396575,8.414963606756086,5.647020311357761
Dra. Sarah Castro,487.569.201-30,aliceoliveira@example.com,feminino,25,725.9133615116208,True,9.0,8.12610863205649,9.327542980735487,9.808732814039221
Felipe da Costa,938.601.745-84,moraesana-carolina@example.com,masculino,27,720.0039284567758,True,9.0,6.224021186359562,5.736464074140704,6.728832023137787
Luiz Fernando Teixeira,453.019.672-07,sofia38@example.com,masculino,23,666.6976923223754,False,,8.119341844263495,7.224336409037534,6.295031569525595
Vitor Hugo da Conceição,382.049.517-79,piresevelyn@example.com,masculino,29,677.5976636503879,True,9.0,6.804308556629241,7.1508238821579955,5.696150240360924
Leandro Dias,486.257.093-38,iviana@example.org,masculino,27,642.4981285166893,True,3.0,9.690316513165996,,
Stephany Moraes,217.068.953-21,da-costadavi-luiz@example.net,feminino,26,774.5626571361289,True,9.0,9.036380011363809,9.545778349036315,6.235554938203871
Dr. Murilo Vieira,381.270.956-21,oliveiralucca@example.com,masculino,18,763.1408254555513,False,,9.613983362791299,9.20501055690444,9.622745320695977
Marcos Vinicius Azevedo,361.085.927-02,hdias@example.org,masculino,27,767.8666442153053,False,,7.766209643409319,6.999452832273855,9.140361862292828
Vinicius Martins,072.861.935-03,hcunha@example.org,masculino,29,763.0423037214988,False,,5.081236451488669,7.543536887857002,5.269852869064515
Raul Silveira,943.208.756-56,maria-clara27@example.org,masculino,25,788.7604991163511,False,,7.25340027474223,9.219946599468948,9.336007085092016
Luiz Felipe Peixoto,371.250.896-40,uda-rosa@example.org,masculino,25,690.8001848236767,False,,9.135578033060742,9.883701034149764,6.965663504447658
Thiago da Luz,487.923.610-13,augusto60@example.net,masculino,24,710.7632494531314,False,,6.923949147208569,8.592820115617172,8.83010278570969
Joaquim Mendes,132.490.678-22,wcardoso@example.com,masculino,24,698.1152985272802,True,5.0,8.634773877078084,5.466629519080203,
Amanda Novaes,501.463.298-05,heitor67@example.net,feminino,22,757.9010633179328,False,,8.910200442557851,8.145714455627305,6.737279079630563
Luiza Freitas,067.385.419-10,nicolas84@example.com,feminino,25,771.9024925121403,False,,7.185443409970691,8.533790503420638,8.838274170030614
Natália Pires,095.324.618-33,joao-vitor56@example.org,feminino,22,689.9504502494136,True,4.0,9.022729943698426,,
Theo Monteiro,502.678.914-58,lda-paz@example.org,masculino,22,749.3381229593556,True,3.0,6.747483043162127,,
Sarah Costela,918.672.035-02,marceloda-paz@example.net,feminino,27,688.7228298596941,False,,5.558336753352641,7.224448552378169,6.361944030404521
Clara Silveira,132.684.509-89,sophie44@example.net,feminino,28,799.8762910440178,False,,8.50679102764821,6.357285178707315,8.461038015298135
Enzo da Mata,845.629.137-46,ymendes@example.org,masculino,19,717.1171874007656,True,7.0,9.328648838918372,5.669825841017724,7.64194418875191
Sofia Barros,736.248.910-22,amandacardoso@example.net,feminino,23,749.9698676866471,False,,8.220354338602142,8.046891741980703,9.84054231271777
Agatha Pereira,780.324.916-78,pazevedo@example.net,feminino,19,673.1239494292433,True,8.0,5.964036527979271,5.514528093749129,5.514227591222776
Emanuelly Freitas,608.972.531-59,piresisabel@example.com,feminino,21,642.3951503521464,True,2.0,,,
Arthur da Cunha,970.386.142-31,lorenacarvalho@example.com,masculino,23,780.770510956269,True,6.0,9.742379087674102,8.856257586678963,7.667401423195814
Murilo Silva,523.190.874-60,joao-felipepereira@example.com,masculino,18,670.5152445627891,True,5.0,8.949600682544265,6.503352518353226,
Caio Peixoto,781.602.345-62,cecilia90@example.com,masculino,25,762.6236842237274,False,,6.786173814374473,5.867120143462633,5.658119345228517
Ana Sophia Costa,509.271.684-30,noahlima@example.net,feminino,25,759.3940201371968,True,6.0,8.057656667455936,9.946280362662918,5.69367069061584
Pedro Cardoso,473.295.081-79,souzacarolina@example.net,masculino,22,662.0565011031807,True,3.0,7.674859059662327,,
Joaquim Fogaça,631.420.957-99,almeidamilena@example.org,masculino,19,745.6489280562729,False,,9.847907563683155,8.892539216788062,7.401830603300721
Sofia da Costa,698.035.214-89,da-luzbreno@example.net,feminino,27,703.1627654408362,True,6.0,7.442703111767247,8.363040629007388,5.612845431740795
Srta. Giovanna da Cruz,309.652.178-68,vitor-gabriel59@example.org,feminino,24,769.7019053061008,False,,7.697660471680406,5.448911302414174,9.955997801443564
Sr. Carlos Eduardo Pereira,534.162.709-16,brenofreitas@example.com,masculino,19,653.1059653271227,False,,9.72340585904948,9.272387566162628,6.315191051155166
Matheus Jesus,406.321.958-51,rodrigo32@example.org,masculino,25,718.8970166521921,False,,5.0925528908249955,8.17476988358759,9.25943050488001
Sr. Samuel Santos,563.904.728-38,araujoleonardo@example.com,masculino,25,714.4332973753917,False,,9.950286431570074,6.061983469255669,9.16783941634402
Dr. Pedro Rezende,621.539.840-33,luanada-luz@example.net,masculino,22,752.1224506538148,False,,6.109281778553451,5.241068337604653,8.581656596701421
Raul Viana,940.657.312-16,umelo@example.org,masculino,28,753.9187574813014,False,,9.430933550376936,5.059103031524607,9.960326986204343
Renan Correia,892.637.145-09,pintoemilly@example.net,masculino,26,714.7255996849516,False,,9.333361908028557,5.016577321553942,9.960009545346795
Bruno Correia,072.865.134-35,joao-lucas33@example.com,masculino,21,664.6050181568415,False,,8.393411080999487,7.155671773539925,7.312439984292557
Cauê Gomes,341.875.609-39,manuelacorreia@example.org,masculino,29,724.5153620383734,True,1.0,,,
Dr. Guilherme das Neves,395.876.041-48,ana-julia58@example.net,masculino,22,737.6484747210765,True,2.0,,,
João Lucas Campos,375.984.261-55,eduardofogaca@example.com,masculino,28,648.6704027625476,True,1.0,,,
Thomas Cavalcanti,465.310.279-16,da-rochasamuel@example.org,masculino,22,792.7904929734814,False,,5.277212077851212,5.972432477454658,6.731978370267825
Davi Luiz Santos,143.752.968-28,laisfernandes@example.net,masculino,18,661.9715606792881,True,7.0,7.098648859179269,8.485315521396384,5.341661925811312
Evelyn Gomes,259.638.071-40,trodrigues@example.org,feminino,26,797.9613176904861,False,,7.42000635591892,6.210537366758956,5.2200076106859585
Agatha Caldeira,579.201.346-25,marcelanascimento@example.net,feminino,26,745.9369761055884,True,2.0,,,
Joana Campos,652.890.374-38,esilveira@example.org,feminino,24,784.8780625608047,False,,8.802172520898093,5.5710136364999565,8.471818990275711
Felipe Ribeiro,185.643.209-24,orezende@example.org,masculino,26,729.6228466913801,False,,7.735710471825334,7.153012180757274,7.668176090097527
Ana Vitória Porto,913.607.542-61,yferreira@example.org,feminino,29,689.14012683589,True,2.0,,,
Thiago da Costa,916.702.584-67,joaquim83@example.net,masculino,25,697.8015368980798,False,,8.439241123127733,5.093277074517229,8.945270565146114
Maria Julia Costa,726.019.435-99,caio29@example.com,feminino,26,768.1931968265932,False,,8.87422050976988,8.687009959160015,6.721934519127552
Sra. Pietra Gomes,156.708.934-84,gabriellymonteiro@example.net,feminino,21,693.3192536029305,False,,8.943090364814802,8.966074076870505,6.409527155678836
Caroline Correia,976.452.803-10,maria-julianascimento@example.net,feminino,23,782.75096117101,True,9.0,5.873791093379438,7.698485710380188,9.805557543933267
Bárbara da Rocha,571.304.629-06,dcampos@example.net,feminino,21,773.4997362951702,True,1.0,,,
Gustavo Henrique Sales,176.825.043-07,limaheloisa@example.org,masculino,20,677.869813197733,True,8.0,8.150716807360794,7.833429915242404,9.438522741205695
Dr. Davi Nascimento,617.498.523-73,joao-guilhermemonteiro@example.org,masculino,22,676.8521863910654,False,,5.499186798324177,6.815749887699237,7.245347864641589
Cecília Freitas,123.764.859-91,kaique05@example.net,feminino,21,671.2137566918246,True,1.0,,,
Dr. Pedro Dias,164.703.589-93,ianda-paz@example.org,masculino,29,683.7058540572325,True,9.0,9.965975616405313,8.439013756596193,5.700478885286426
Nathan Silva,358.297.406-56,sophie73@example.org,masculino,26,687.464882089519,False,,7.435291810782923,5.3341608420464,5.415757014620732
Joana Caldeira,726.845.091-58,bcardoso@example.org,feminino,28,726.2090364108662,True,6.0,9.194438175536924,9.391809545003767,9.737000879079062
Dra. Luiza Dias,261.495.087-49,limaana-julia@example.com,feminino,21,720.0392464257025,True,7.0,6.609691110975947,8.658937040004673,7.285590356747073
Joaquim Porto,468.703.195-10,araujobrenda@example.org,masculino,25,640.8940131030778,True,9.0,5.421020275335206,9.800936347170477,8.01382225897816
Otávio Alves,209.634.758-00,isouza@example.org,masculino,23,692.1948199600391,True,9.0,8.525966046535816,9.824223216263471,8.253822475410153
Thiago Oliveira,916.203.758-77,jbarros@example.org,masculino,27,707.3578012133468,True,7.0,6.689446599414027,8.103564946096828,8.203691385546897
Júlia Teixeira,173.409.865-10,ana-juliada-rocha@example.org,feminino,21,761.4497767386665,False,,6.8868962471217685,8.60118374388224,7.055467277484751
Luiz Felipe da Cunha,416.039.758-10,ocosta@example.net,masculino,27,735.3524259385804,True,6.0,5.861354041007878,5.255556042985126,8.461807880962485
Gustavo Duarte,583.069.714-93,csouza@example.com,masculino,22,759.8571292105803,False,,7.762553473522491,8.071716216677087,9.767425171722397
Augusto Gomes,615.479.238-73,isabellapereira@example.net,masculino,29,688.722757490396,True,1.0,,,
Lavínia Moura,907.623.458-29,cmendes@example.com,feminino,28,789.0052505008125,True,3.0,7.792913734406236,,
Yuri Melo,023.758.469-74,vianaana-clara@example.org,masculino,26,691.5650818583857,True,5.0,5.494637753721156,7.237275219812942,
Luigi Correia,793.152.846-82,limacaue@example.net,masculino,23,763.4613402549144,False,,7.019617744722892,6.449420379541078,5.239789970158461
Natália Almeida,405.293.681-70,meloheloisa@example.com,feminino,28,693.8484219111848,True,5.0,6.5499867804549545,5.710130912421465,
Ana Beatriz Silva,312.805.764-80,da-rochaluiz-miguel@example.org,feminino,29,684.2695680420758,True,7.0,9.507202890935364,9.293804563221542,5.276276973897287
Pietro Pires,578.043.692-47,da-cruzsophia@example.net,masculino,23,681.2464663332626,True,6.0,7.112788034722298,7.5356330873491135,9.39501012794631
Joana Correia,465.913.870-48,pedro-henriquemendes@example.com,feminino,28,729.9320672859369,True,2.0,,,
Luiza Cardoso,237.140.859-04,isaac06@example.net,feminino,28,729.2474065257695,False,,5.782745052645831,5.112472780718164,5.984605452299076
Matheus Moreira,045.269.813-89,diegocaldeira@example.org,masculino,28,716.1807517104107,False,,9.481031490664332,5.872657477417528,6.658091935813038
Marcos Vinicius Costela,713.642.589-19,bryan40@example.org,masculino,25,793.0255418864048,False,,5.146411783014944,5.149469986215495,6.512345156258454
Davi Lucas Teixeira,390.581.426-98,ribeiroarthur@example.com,masculino,24,643.6613353054604,True,8.0,7.68866446863395,7.748085378060825,8.289590698090183
Sra. Bruna Nogueira,187.539.604-75,vianaerick@example.org,feminino,25,660.5807551023418,True,4.0,8.01923516816874,,
Sr. Augusto Martins,406.819.357-66,nribeiro@example.org,masculino,25,680.3244960128375,True,8.0,7.28435463771854,7.116414762787215,9.324538071983424
Pietra Santos,187.925.064-02,silvakaique@example.org,feminino,23,792.3696097515993,False,,8.191465525291653,9.578907459057348,8.620807575246534
Maitê Lopes,056.397.142-80,danielateixeira@example.net,feminino,18,755.3935024825336,True,1.0,,,
Kamilly Pinto,087.943.256-00,duartebryan@example.org,feminino,28,651.7562382233151,True,9.0,8.696500323399203,9.18029596448503,9.003610675439965
Davi Lucas da Conceição,504.316.892-70,knascimento@example.org,masculino,27,734.6997035289719,False,,8.074476755630029,7.9231235424625615,7.708607655695171
Dr. João Lucas Campos,705.412.639-43,joao-gabriellima@example.net,masculino,21,664.347711186394,False,,5.889036494672883,6.639936660849266,8.98875068754904
Luiza Barbosa,925.174.630-34,carvalhobenjamin@example.net,feminino,19,787.1681230723907,False,,9.360997869073863,7.50109235521998,7.544849381687133
Srta. Ana Lívia Nunes,319.862.704-40,pereirajoao@example.org,feminino,29,669.3438071900347,True,5.0,6.782883562225937,6.286031917456219,
Dra. Gabrielly Fernandes,745.123.960-80,maysalopes@example.org,feminino,23,648.6453956083761,False,,5.2658113641650885,9.759525157150527,6.10240203095452
Joana Pereira,952.170.836-03,fcavalcanti@example.org,feminino,27,647.9089188728976,False,,7.556410701238507,7.569403045913994,6.632726108203302
Joana Freitas,589.137.042-50,salesalicia@example.net,feminino,22,778.1865857639962,True,8.0,8.789601788448838,7.716595981473358,6.027639297338807
Larissa Correia,652.134.807-80,lorenzofarias@example.net,feminino,28,759.3403777471104,False,,5.523983859582739,9.700547311785963,8.71428498233835
Pedro Moraes,940.732.158-41,costelanicole@example.net,masculino,18,785.1002346562541,False,,6.377722691903598,8.143443054845765,7.152040080133183
André Viana,394.508.621-33,thiago13@example.com,masculino,26,646.6193537909612,True,7.0,5.172382354574229,6.447253924184418,8.406626701098864
Sr. Lucas Castro,802.354.967-74,franciscoaraujo@example.net,masculino,26,660.3627144871688,False,,9.563861717743606,6.763185290751835,7.150421838829402
Manuela Moreira,017.345.269-80,da-cruznicolas@example.net,feminino,22,675.0814040988931,False,,6.89319389542648,9.963190950668984,6.275132950131915
Ana Laura Dias,920.648.513-05,nmoraes@example.org,feminino,22,788.4451331796201,False,,5.988742954878217,9.114534835457219,7.596528774103285
João Lucas Dias,219.803.476-03,luiz-henrique86@example.org,masculino,19,710.2598903142924,True,5.0,5.708619841108415,9.416809057401053,
Vitor Hugo Moura,983.541.270-79,orocha@example.net,masculino,21,757.2577579275918,True,7.0,7.062304436470905,7.7632952293408835,5.853781913520189
Dra. Maria Sophia Rezende,348.920.561-89,yvieira@example.com,feminino,23,794.5083973341823,False,,6.244687892266966,9.136845536519147,8.468025108545891
Sarah Novaes,087.945.126-20,anthony30@example.com,feminino,23,752.2806598427997,True,8.0,8.14990530749191,6.210344695044887,8.143651386964496
Cauã Barbosa,765.489.230-65,jpeixoto@example.com,masculino,28,655.2513027229556,True,5.0,8.964225026254498,9.23544782358567,
Dra. Rebeca da Paz,435.829.706-47,hdias@example.com,feminino,24,654.4431493709575,True,6.0,5.460901469114774,8.060027177478151,8.339986333810266
Luiz Otávio Cavalcanti,857.643.201-35,pedrocavalcanti@example.org,masculino,29,789.122821645833,True,2.0,,,
Esther da Conceição,806.327.954-92,ateixeira@example.org,feminino,26,673.8141638068091,False,,8.98697776191214,6.177854692655785,8.586569431074764
Antônio da Rosa,286.751.439-82,nascimentohenrique@example.org,masculino,26,761.3160268093633,False,,7.7905135267911785,7.052559690189498,6.298769851103864
Dra. Lívia da Rocha,820.376.415-08,joao-felipecarvalho@example.org,feminino,26,707.5794610350782,True,1.0,,,
Gustavo Novaes,103.698.425-70,ypereira@example.com,masculino,27,642.3289523561876,True,3.0,6.7608368292524474,,
Júlia Nunes,829.105.473-88,silvabryan@example.net,feminino,22,786.9760186921771,True,5.0,8.81325421005123,6.684858168214593,
Camila Freitas,713.689.452-28,ana-liviapires@example.com,feminino,21,720.9885631904945,True,2.0,,,
João Felipe Costela,915.436.870-75,tfreitas@example.org,masculino,28,799.8765638719508,True,6.0,9.548962832875032,7.840896739377575,7.918850499747176
Srta. Giovanna Ramos,501.628.734-17,ymendes@example.com,feminino,28,663.8252049869261,False,,5.384182546474748,9.035505728797652,5.184964096825032
Laís da Cruz,180.734.529-79,sofia36@example.org,feminino,29,739.5726605775336,True,9.0,8.663995219108731,5.331042090419248,8.28487162946445
Gabriel Sales,514.783.296-37,luiz-henrique30@example.net,masculino,24,745.3888445154838,True,4.0,8.426143107197195,,
Dr. Guilherme das Neves,196.734.520-16,kaique46@example.org,masculino,29,689.2898613486273,True,5.0,6.459459063231323,6.198338850092587,
Milena Viana,683.541.207-08,goncalvesana-luiza@example.net,feminino,24,655.1086174184942,False,,6.046452638799943,9.430605596882748,7.703962843831151
Valentina Almeida,540.376.829-74,psilveira@example.org,feminino,26,770.8501800006183,True,6.0,5.599827399478972,9.930883790141102,7.847823079970411
Gabriel Ribeiro,308.596.421-51,fernando29@example.org,masculino,25,771.5188713425068,True,9.0,6.124869222875596,8.853075643381192,8.13678427066306
Heloísa Ramos,972.016.435-25,eda-mata@example.org,feminino,23,719.2780126643299,False,,9.935878241509993,6.372364491058358,5.3847555306305015
Henrique Alves,973.251.684-46,ida-luz@example.org,masculino,26,732.6985570984805,True,5.0,7.15422413728644,7.109175134500951,
Bernardo Nunes,420.163.587-26,eloahda-cruz@example.com,masculino,22,669.3113778855103,False,,5.564325855082378,8.074002468670827,7.8228417944832955
Theo Fogaça,758.162.439-00,igor07@example.net,masculino,29,658.1541380681944,True,1.0,,,
Gustavo Henrique Cunha,790.264.315-70,carlos-eduardo02@example.org,masculino,23,719.3276557851908,False,,6.503553589892306,8.814423000905045,6.736319717681761
Maria Julia da Conceição,309.856.271-40,ogoncalves@example.com,feminino,24,779.1770865333905,True,3.0,6.344846378312279,,
Kevin da Costa,103.572.964-43,nda-mota@example.net,masculino,26,776.5014677871308,True,2.0,,,
Dr. Danilo Porto,936.502.418-89,stephany46@example.org,masculino,23,679.186984815799,False,,7.988354315617066,6.756119973191268,6.768587937034141
Benício Caldeira,937.526.481-55,icostela@example.com,masculino,29,708.4220760624187,True,2.0,,,
Dr. Luiz Henrique da Paz,814.570.369-75,maria-claraferreira@example.com,masculino,20,678.5025085463843,False,,8.899303435136485,8.77964362967577,9.497197002511868
Arthur Ribeiro,476.395.218-82,cbarros@example.org,masculino,22,750.2069653110137,False,,7.050779052689606,6.880298876626705,8.048993541643277
Catarina Barros,520.781.493-14,stephanyda-mata@example.net,feminino,27,712.1147894697768,True,6.0,8.209878531588057,5.530994980785,9.96640969450433
Erick Pereira,685.209.417-02,da-conceicaonathan@example.org,masculino,20,738.7987202989873,True,8.0,9.53363752287588,8.829119342391799,8.034697543477897
Dr. Leonardo Rezende,196.072.834-22,costaluiz-miguel@example.org,masculino,28,765.4937269585661,False,,5.128763066889776,6.9091790982858265,5.454159349526168
Lavínia Novaes,789.456.231-91,camposeduarda@example.com,feminino,25,702.4646400528391,False,,5.224963910289265,8.265455899758763,6.097651222997705
Luigi da Paz,127.530.486-90,laura97@example.com,masculino,19,679.2270661255432,False,,5.3771846100001355,5.097311521635249,7.756549559412454
Letícia Souza,295.861.304-60,jcarvalho@example.net,feminino,26,775.4530348683002,False,,9.199833347142057,8.155307106816132,8.172127478075913
Benício Lopes,831.962.754-00,danielada-rocha@example.org,masculino,28,659.8719786127022,True,3.0,6.1914003118160466,,
Maitê Oliveira,821.693.054-24,qda-rocha@example.net,feminino,19,662.0406860452953,True,4.0,5.178240264413515,,
Pedro Lucas Moraes,586.349.207-47,isabellynovaes@example.net,masculino,21,680.3458501028757,True,3.0,9.439208451331911,,
Sra. Luana Pereira,931.420.768-40,da-rochanicole@example.net,feminino,24,782.124443642753,False,,9.635016008360136,9.72047298646007,8.943347917162132
André Caldeira,041.925.386-60,yda-rocha@example.org,masculino,29,687.1553108900517,True,5.0,6.511263001456898,9.220513659498902,
Thales da Costa,457.621.839-55,lmonteiro@example.org,masculino,26,697.9642449790782,False,,7.37522142808246,6.782247225898912,6.056145852926109
Dr. Eduardo Ramos,495.028.731-14,aragaogiovanna@example.com,masculino,24,720.2730378497974,False,,5.627139832511365,9.145574849428261,6.4054121540368705
Danilo Nunes,594.216.807-58,murilocosta@example.org,masculino,26,679.7321598117916,True,3.0,6.6844367376063545,,
Srta. Ana Luiza Correia,026.731.894-40,isaac84@example.org,feminino,24,745.5873662669613,False,,9.272401542623008,8.145690847456793,7.232834886970047
Pietro Aragão,423.789.165-82,marcelo70@example.net,masculino,28,749.4064249470441,True,1.0,,,
João Guilherme da Cunha,839.520.764-65,beatriz44@example.com,masculino,27,792.3975957387227,True,8.0,8.099297103440323,8.803237279779028,9.73858844795235
Dr. Gustavo Duarte,976.213.584-91,yda-cunha@example.com,masculino,20,783.1876980781112,False,,6.375395566861819,5.021634187134903,6.480620040161581
Luigi Carvalho,723.801.954-04,benjaminpires@example.com,masculino,27,673.9475486370154,True,8.0,9.641384650082216,6.924299075459843,7.0944228766233355
Maria Fernanda Souza,638.527.140-44,lopesmarina@example.net,feminino,24,794.5301179231845,True,3.0,6.00461423279657,,
Alana Moura,968.054.213-06,ldas-neves@example.com,feminino,28,762.0907868751201,False,,9.130903110511213,9.086889558434887,8.540689486889944
Sra. Alana Rezende,508.962.473-92,ucorreia@example.net,feminino,24,713.0515716272657,True,2.0,,,
Raquel Aragão,841.097.325-14,maria-fernanda73@example.com,feminino,20,705.0608716698094,False,,9.230166182133292,6.189596725481918,5.820051751486947
Luiz Otávio da Conceição,418.379.260-69,mda-cruz@example.com,masculino,27,792.915810166498,True,3.0,9.37960963809789,,
Agatha Fernandes,907.624.853-29,claramendes@example.net,feminino,26,779.3663904738063,True,5.0,9.316231335648647,8.875969234336626,
Emilly Rocha,048.569.137-00,ana-juliacastro@example.com,feminino,19,752.8257924562212,True,6.0,5.081666952487667,5.626547113361588,7.128555470141258
Yasmin Castro,091.628.435-24,ramoskaique@example.org,feminino,29,763.3864831383498,True,7.0,9.870320345609759,7.766688926120993,6.753838701042731
Isabella Almeida,130.562.749-07,luiz-gustavo14@example.net,feminino,20,779.5483894454458,False,,6.180992113840892,8.531907265857136,5.23605627938719
João Miguel Almeida,064.128.937-50,guilherme59@example.org,masculino,23,691.2918572539143,True,3.0,7.263291072278427,,
Miguel Melo,635.917.208-95,maria-cecilia95@example.com,masculino,24,692.904605928211,True,6.0,9.658945534031334,9.250380588179569,9.079652456051114
Sra. Helena Rocha,915.278.630-77,zbarros@example.net,feminino,24,721.2098368472591,False,,7.718228231585396,6.209798554830654,7.886405520402175
Davi Luiz da Paz,406.893.512-24,lavinia42@example.org,masculino,20,643.1871352453715,True,3.0,8.127321652347872,,
Bárbara Nogueira,247.906.138-87,luiz-miguelaraujo@example.net,feminino,29,796.4581152145619,False,,5.770260280742481,9.509302721494738,7.7726144200021565
Evelyn da Rosa,408.693.215-60,afarias@example.com,feminino,25,653.2381789121729,False,,5.941421684962652,8.942023540161829,6.829732680553042
Natália da Luz,083.541.972-04,isabellada-cunha@example.org,feminino,27,654.267375695332,False,,8.911506368042776,5.214719194320303,8.438705129788856
Ana Lívia Jesus,976.134.208-50,pintovalentina@example.org,feminino,18,657.8083832826092,True,1.0,,,
Sr. Yuri Vieira,735.169.420-61,vitoriada-mota@example.com,masculino,28,762.0966365784428,True,5.0,9.26846829831905,8.464121122854698,
Esther Monteiro,490.783.261-31,zda-cunha@example.org,feminino,24,713.4741953361229,True,2.0,,,
Dra. Eloah Costela,127.690.853-95,enzo13@example.com,feminino,22,770.0337513797373,False,,5.998869027619352,5.73233255999343,5.993770950986114
Gustavo Rocha,014.695.372-06,mcosta@example.net,masculino,29,672.1239440422179,False,,6.27110295386365,7.214983743012647,8.514074451222939
