,NOME,CPF,IDADE,SEXO,E-MAIL,NOTA ENEM,CRA 2°,CRA 4°,CRA 6°,ABANDONO,SEMESTRE DE ABANDONO
238,Gustavo Moura,381.640.725-08,18,M,fjesus@example.net,747,7.661864560941765,,,True,5
239,Ana Beatriz Cardoso,842.650.713-17,23,F,lcunha@example.com,660,8.106860578854223,9.372260941197604,5.8146082298584005,False,8
240,Enzo Gabriel Fernandes,826.109.735-86,21,F,moraeseloah@example.net,753,7.14189218917371,,,True,3
241,Davi Luiz das Neves,419.306.852-89,22,M,lararibeiro@example.com,754,8.27660435716731,,,True,4
242,Joana Silveira,982.154.376-64,18,F,davi86@example.com,761,6.073310601933777,6.6765673803987795,6.346950247390765,False,8
243,Davi da Mota,527.348.069-83,18,F,rodrigovieira@example.net,738,5.029424763681048,6.310378403631655,6.243476001748103,False,8
244,Ana Luiza Silveira,672.408.513-62,27,M,larissanunes@example.com,643,6.358697402309234,,,True,3
245,Sra. Carolina Nunes,367.485.102-44,19,M,matheus05@example.com,645,7.302773783142525,,,True,4
246,Dra. Mariana Cavalcanti,706.295.148-01,23,F,vfogaca@example.net,790,7.838109019430005,9.778090391302038,9.771344581354729,False,8
247,Lara Castro,193.074.856-66,18,F,moreiravalentina@example.net,682,5.387872371114604,,,True,3
248,Bernardo Gomes,513.862.947-64,27,F,vitor-gabriel92@example.net,711,6.372467871200612,,,True,3
249,Lívia Moraes,501.634.278-44,21,F,diasolivia@example.org,754,6.812612809539499,,,True,3
250,Sr. Vinicius Souza,032.681.457-44,18,F,mirellajesus@example.org,752,8.909020036780237,5.095899463445981,5.725591302384078,False,8
251,Thomas Correia,365.097.814-84,25,M,ana-luiza84@example.com,785,,,,True,1
252,Yuri Duarte,042.691.753-70,22,M,vieirapedro-henrique@example.net,717,7.80169253229386,,,True,3
253,Ana Luiza Ramos,174.805.296-94,20,M,piressarah@example.org,742,8.357942820254435,6.8616687709915904,5.9076031785129475,False,8
254,Fernando Cardoso,742.398.651-82,25,M,ana-beatrizpinto@example.org,708,5.998573429488404,,,True,4
255,Antônio Rocha,365.490.782-29,27,F,anthony94@example.com,743,,,,True,1
256,Dr. Vitor Gabriel Moreira,621.470.598-11,25,F,bruno59@example.com,729,7.956009654263432,9.034372047813411,9.360733886496632,False,8
257,Enzo Nunes,397.402.156-61,26,F,ajesus@example.net,761,5.45590740240372,,,True,3
258,Rafaela Freitas,047.318.562-80,26,M,sarah14@example.com,694,9.47266438998875,,,True,5
259,Erick Ramos,738.104.625-35,26,M,amanda11@example.com,754,8.290172316833532,5.765004185148195,8.03113582126331,False,8
260,Maria Luiza Oliveira,063.782.945-00,22,M,umoraes@example.com,680,,,,True,1
261,João Vitor Gonçalves,603.951.472-80,23,F,msales@example.net,656,8.273061120838442,8.412649380474,9.85392907429424,False,8
262,Sophie Correia,637.210.495-43,22,M,da-cruzyasmin@example.net,654,7.9706140386592335,,,True,7
263,Lucas Gabriel Ferreira,306.948.275-92,27,F,alanarodrigues@example.org,778,5.875621512732158,9.827522188667206,8.430173797522702,False,8
264,Dr. Leandro Ramos,509.671.834-48,23,M,erickmelo@example.org,672,,,,True,1
265,Lucca Moreira,753.684.120-53,20,F,camilaaragao@example.com,650,9.726974550523277,7.016325015848366,9.694657551340644,False,8
266,Manuela Aragão,943.675.210-52,27,M,salesmaysa@example.org,643,6.375928170974074,6.24346603075529,9.688834937504891,False,8
267,Pietro da Mata,529.304.871-60,20,F,joao-pedrosales@example.org,699,8.138170744834605,8.921538564372458,8.15694721899646,False,8
268,Raquel Correia,271.435.096-80,18,M,kamilly70@example.net,701,6.53096948049444,,,True,4
269,Matheus Cavalcanti,248.657.103-53,27,F,tduarte@example.com,710,5.594955573316522,,,True,4
270,Anthony Costela,145.670.329-34,27,M,jviana@example.com,700,7.116495266260594,9.924698405991686,5.153057109815149,False,8
271,Fernando Rocha,189.450.723-14,22,M,pedro-henrique09@example.net,765,9.319697136046596,9.257097672882105,9.570843430515053,False,8
272,Thomas Lopes,807.916.345-66,23,M,maria-ceciliacosta@example.com,680,,,,True,1
273,Rodrigo Dias,406.187.952-94,25,M,cardosomarcela@example.com,795,6.9458555484130855,,,True,7
274,Srta. Sofia da Conceição,706.152.983-03,19,F,renan09@example.org,671,5.625275878210953,5.608955301246752,5.5275335938566,False,8
275,Maria Sophia Vieira,290.486.351-60,23,F,lmonteiro@example.org,762,9.097524424418026,,,True,7
276,Luiz Henrique Oliveira,906.248.517-02,20,F,aragaoana-julia@example.net,714,6.246308957990585,8.049188824366553,5.975095903237313,False,8
277,Dr. Erick da Mata,107.325.684-71,20,M,meloguilherme@example.net,741,9.602293400702969,9.152722621359228,5.6518918852556626,False,8
278,Carolina Rezende,572.901.346-99,23,F,kamillyjesus@example.com,647,8.318330338971103,,,True,5
279,Marcos Vinicius Lima,517.860.394-00,25,M,tpeixoto@example.com,648,5.933785182247114,6.153399097198509,7.67887469903005,False,8
280,Bernardo Araújo,172.394.068-22,27,F,ifreitas@example.com,680,8.943605180793721,,,True,3
281,Yago Jesus,429.106.875-11,18,F,cardosobenjamin@example.org,710,,,,True,1
282,Kaique Nascimento,304.672.851-44,24,M,larissa36@example.net,692,5.980394911239072,6.723479914152962,5.381864639569779,False,8
283,Ana Júlia Ribeiro,371.640.589-20,24,M,almeidaluiz-gustavo@example.net,762,7.6332824940165835,6.44276236474597,8.299708563433665,False,8
284,Bianca Farias,619.820.543-60,23,F,leandro70@example.com,679,8.399133347365414,9.129945512072839,9.684110987879535,False,8
285,Davi Luiz Aragão,932.186.540-33,20,F,pereiralorenzo@example.org,647,7.342332000756799,,,True,6
286,Alícia da Rosa,930.416.582-24,18,M,bcunha@example.net,788,5.7062409546558195,9.84893373254393,9.577863336669669,False,8
287,Srta. Stephany Ramos,147.306.895-93,27,M,duartemarcos-vinicius@example.net,706,7.254928171234866,,,True,5
288,Murilo Silva,471.205.893-50,18,F,vicenteazevedo@example.net,691,9.111834783030409,,,True,6
289,Pedro Lucas Barbosa,036.879.421-04,25,F,sabrina66@example.org,666,5.7876909486498,,,True,4
290,Luiz Fernando Sales,326.478.105-08,23,M,carlos-eduardo39@example.net,779,7.8304761218020555,,,True,7
291,Sra. Ana Moura,561.923.708-77,23,F,pbarros@example.net,784,6.172815826245568,,,True,3
292,Kaique Souza,094.361.782-04,20,F,wrezende@example.com,788,6.168017281528129,,,True,3
293,Dr. Davi Lucas Nogueira,496.120.587-76,25,M,julia48@example.com,733,7.669928477972645,,,True,6
294,Maria Alice Moura,690.245.318-70,21,M,luiz-otavioalves@example.net,798,,,,True,2
295,Heitor Nunes,543.720.689-56,21,M,maria-alicearagao@example.net,713,8.143528805536304,9.939632336871025,6.268556683350923,False,8
296,Srta. Kamilly Almeida,836.912.574-37,26,M,zferreira@example.net,661,9.015554194357996,9.285815739196478,7.621999513653571,False,8
297,Antônio da Cunha,805.971.634-48,21,F,dfogaca@example.net,754,7.956276016964805,5.414136153822906,9.16537802410368,False,8
298,Lorenzo Peixoto,126.574.983-37,21,M,maite44@example.org,686,6.777777590115322,,,True,7
299,Paulo Freitas,450.398.127-79,26,F,noah01@example.com,683,9.518494392718154,6.767599211368607,6.324554810990291,False,8
300,Pedro Miguel Novaes,479.851.362-82,19,M,alanacardoso@example.com,652,6.388358415853501,5.0406712380856264,8.765580124527954,False,8
301,Maria Alice da Rosa,465.217.389-09,24,F,eda-rocha@example.net,646,5.923281077684932,,,True,4
302,Dra. Giovanna Pereira,750.182.493-23,21,F,ana-livia85@example.org,787,7.063720873452786,8.100898079065423,7.233811040315761,False,8
303,Lucas da Cruz,947.853.201-41,21,F,bryancosta@example.net,664,,,,True,2
304,Srta. Lorena Viana,410.675.923-34,19,M,fdias@example.com,710,7.171065856720577,5.9727210571362725,6.107422475247861,False,8
305,Emanuelly da Paz,612.034.985-51,26,M,gomesisadora@example.org,775,8.817645938724544,,,True,3
306,Bianca Fogaça,806.735.914-84,21,M,lalmeida@example.org,719,7.490752718408,,,True,5
307,Gabrielly Castro,275.614.390-16,20,F,dcorreia@example.com,763,6.401038154818622,,,True,3
308,Sr. Alexandre Monteiro,871.960.435-10,25,M,ycostela@example.net,748,7.854558287040543,5.576671701634592,7.0787406871682865,False,8
309,Ana Sophia Viana,526.370.198-59,21,F,diogo54@example.com,796,8.687480900832979,5.2089099818350855,5.073413769014144,False,8
310,Nicolas Cunha,859.347.106-48,24,M,rebecajesus@example.org,640,8.042504378821608,8.750894408317363,8.50830616412392,False,8
311,Paulo Almeida,940.687.352-47,24,M,mirellateixeira@example.org,656,8.141257622349041,7.098748936772511,7.54192133984338,False,8
312,Leonardo Moreira,417.053.268-62,27,F,barrosvinicius@example.com,768,8.57568595473993,,,True,4
313,Alícia Cardoso,781.620.534-17,18,F,vitoria39@example.net,785,6.22501645402296,,,True,5
314,Ana Beatriz Gomes,126.854.079-01,26,F,alexia06@example.com,748,8.075596885243824,6.451352874790237,6.362993327213521,False,8
315,Lorenzo Ferreira,610.283.759-21,25,M,isadoracardoso@example.org,680,7.068085510556383,8.987692192130428,8.808738765966755,False,8
316,Bryan da Conceição,908.347.251-50,24,M,salesrenan@example.org,658,9.469677312550983,8.878582900873369,5.409046453295334,False,8
317,Kaique Aragão,957.163.402-61,25,M,giovanna96@example.com,724,8.740312857600845,7.450742843975913,5.758476927542249,False,8
318,André Moreira,107.659.234-16,26,M,daniela36@example.net,721,9.916709027723112,7.477767288406403,5.581404844101795,False,8
319,Marina Rezende,421.906.758-20,20,F,larissasantos@example.net,686,6.179686773991311,6.96423407033184,9.411027436100309,False,8
320,Luiz Henrique Nunes,789.563.021-03,22,M,enogueira@example.net,745,5.7818174623255905,,,True,5
321,Mariane da Conceição,952.416.308-05,23,M,wmartins@example.org,719,7.053100745480989,6.479300647648359,9.408300787182407,False,8
322,Srta. Giovanna Cardoso,816.039.275-30,27,F,valentinajesus@example.org,795,,,,True,1
323,Srta. Manuela Teixeira,085.176.239-59,22,M,marcos-vinicius65@example.org,671,7.177440065601999,,,True,3
324,Davi Lucca Fogaça,840.132.769-50,19,F,estherbarros@example.net,755,5.658657498283221,,,True,4
325,Cecília Nunes,289.037.465-38,19,M,barbara08@example.net,655,7.3395928944554285,8.804285633412233,5.16361797032186,False,8
326,Yasmin Peixoto,937.806.514-75,20,M,carvalhomarina@example.com,687,7.347505508089732,,,True,3
327,Sr. Diego Araújo,038.576.429-47,18,F,meloana-julia@example.com,788,6.257278018896203,,,True,6
328,Augusto da Luz,953.182.467-37,24,F,juan75@example.org,733,6.310750257803948,6.462131861451906,9.16191659815612,False,8
329,Breno Monteiro,215.073.946-16,19,F,rcostela@example.com,732,9.279958571646622,7.467947576624381,8.384543972972242,False,8
330,Sra. Ana Júlia Teixeira,613.805.974-39,19,M,barrosmaria-vitoria@example.com,730,9.767356131192647,,,True,3
331,Rafael Nogueira,054.719.238-04,19,M,hpinto@example.net,759,5.27385689527983,6.22703916099293,5.698065783004031,False,8
332,Maysa Martins,507.863.491-66,23,M,livia19@example.com,703,7.964263814428054,7.439113393510361,5.419680929390342,False,8
333,Yago Teixeira,583.640.729-00,20,M,santosisis@example.org,657,8.626674866425407,,,True,6
334,Larissa da Paz,920.658.741-20,26,F,catarina16@example.org,730,6.573968515327259,5.593321541991033,6.90893691379727,False,8
335,João Pedro Silveira,341.269.508-42,25,M,uda-mata@example.net,792,8.358288060665071,,,True,4
336,Yago Castro,510.963.427-07,20,M,da-rosaaugusto@example.org,712,6.808055426663392,8.381374053753584,6.120918717131314,False,8
337,Kaique Moura,406.523.978-83,23,F,joao-gabriel63@example.com,659,5.620838325771757,,,True,7
338,Rafaela Gonçalves,497.503.682-74,22,M,nascimentomaite@example.com,705,6.6026011537622065,,,True,7
339,Sr. Yuri da Cunha,284.761.593-82,22,M,matheus50@example.org,789,8.29136578214716,8.247789498595893,9.131394491909422,False,8
340,Pietro Peixoto,216.754.309-34,18,M,cavalcantielisa@example.com,772,9.172445578639314,5.924079557011436,8.112816321412573,False,8
341,Sarah Viana,057.341.698-20,23,M,da-costayuri@example.com,667,7.749069398571672,5.0623309788236694,6.435464864201406,False,8
342,Eloah Almeida,572.891.640-67,25,F,emanuel54@example.org,699,8.794547195365944,7.965380763392744,5.883772149301501,False,8
343,Rafaela Ferreira,435.801.796-75,27,M,ramosanthony@example.org,689,7.394371132106958,,,True,7
344,Maria Julia Carvalho,037.569.824-83,24,F,jferreira@example.net,775,,,,True,1
345,Rafaela Rocha,789.365.412-00,25,M,barbosamaria-cecilia@example.net,656,,,,True,2
346,Mirella Azevedo,280.597.461-11,18,F,cavalcanticlarice@example.net,750,8.718624958074574,,,True,4
347,Isabel da Rosa,024.837.519-97,21,F,agathanunes@example.net,780,5.600770774298727,5.279549676492232,9.808455947209236,False,8
348,Vitória Nogueira,956.802.147-76,23,F,ysales@example.net,666,8.352360338183288,9.885990571010177,5.020983442051367,False,8
349,Elisa Rezende,698.705.312-02,19,M,isabellasilveira@example.org,771,8.441657506292337,9.926941222812008,8.912298150654587,False,8
350,Daniel Carvalho,264.079.531-70,27,F,amonteiro@example.com,703,7.2079304231450605,,,True,6
351,Ana Beatriz Gonçalves,295.107.683-59,24,M,bfreitas@example.com,727,6.5486941484668755,,,True,6
352,Gustavo Campos,056.493.782-74,19,M,fariasalicia@example.org,704,,,,True,2
353,Luiz Henrique Duarte,471.238.069-13,21,M,kamillyfreitas@example.net,747,7.526140560380758,,,True,6
354,Sra. Ana Laura da Rosa,138.520.476-17,23,M,renancampos@example.org,680,9.521431240595238,5.057150826678841,6.835076582032272,False,8
355,Vitor Gabriel da Rocha,249.675.108-76,24,F,nathan90@example.net,753,9.873996471019908,,,True,6
356,Lucca Rocha,362.814.059-51,21,F,evelyn40@example.org,721,5.87454074012229,7.432697663451347,5.813502147302895,False,8
357,Melissa Sales,458.967.321-55,24,M,arthur06@example.com,650,6.664590738683444,8.635818154760187,7.997964399640453,False,8
358,Melissa Mendes,709.618.423-69,22,F,zalves@example.net,750,5.6835182293391515,,,True,4
359,Bruna Araújo,850.946.327-10,24,M,da-cunhaigor@example.com,750,6.926956200950121,6.560843581230934,9.244277221713078,False,8
360,Vinicius Peixoto,132.579.468-64,23,M,ribeiromariana@example.com,779,7.227316153389362,7.210153197886946,6.583232841883427,False,8
361,Ana Beatriz Pinto,148.056.239-42,20,M,piresluana@example.org,752,9.915499888990698,8.04442185645514,9.078084345449987,False,8
362,Dr. Carlos Eduardo Ribeiro,760.234.859-10,20,F,cramos@example.com,699,7.470420311521329,7.098679522415425,7.12472096734097,False,8
363,Pietro Duarte,085.469.213-42,19,F,melovitor@example.net,676,,,,True,2
364,Maitê Mendes,780.156.429-49,21,F,bryan42@example.net,651,8.834887452495943,,,True,7
365,Maria Alice da Paz,684.073.259-29,25,M,vitorramos@example.com,747,5.350807208425497,8.59978512553209,6.059044069124425,False,8
366,Otávio Rodrigues,627.910.843-04,21,M,kevin21@example.com,700,9.74142036407859,,,True,7
367,Leonardo Moreira,327.084.561-80,27,F,levijesus@example.net,752,7.922917149577378,8.559613786149988,8.589931326488905,False,8
368,Carlos Eduardo Araújo,790.683.152-77,22,F,ssilva@example.com,775,,,,True,2
369,Joaquim da Mata,823.406.951-98,26,M,lucasfogaca@example.org,653,8.73352586630249,7.821280283288218,7.285873510657499,False,8
370,Lucas Monteiro,246.593.817-73,23,F,julia43@example.net,692,6.805177046312516,5.0419166291935085,5.525284560974229,False,8
371,Luana Correia,632.847.951-46,23,M,franciscoda-cunha@example.com,764,8.521653612625641,9.456017269008784,7.993331568063973,False,8
372,Maria Luiza Teixeira,231.095.847-60,18,M,kdias@example.org,733,5.27039631392126,,,True,7
373,Luiza Freitas,297.681.504-67,20,F,carolinarocha@example.com,735,9.45405640941117,7.841273458717408,5.242051015869411,False,8
374,André da Paz,307.295.648-00,22,M,sophieoliveira@example.com,711,6.437795136344363,8.36390849655438,6.559441744800883,False,8
375,Sra. Rafaela da Rosa,403.289.651-89,23,F,bryan13@example.org,779,8.916139608469395,9.550712005460717,7.005083374901469,False,8
376,Srta. Yasmin Pires,623.094.785-47,21,F,vitor-gabriel38@example.org,658,6.690207827304066,,,True,3
377,Maysa Duarte,184.923.760-31,23,F,hcostela@example.com,727,6.428211905452548,,,True,3
378,Nicolas das Neves,317.624.958-64,24,F,caue06@example.net,654,9.995403092632372,8.655354764045903,7.251846633937972,False,8
379,Júlia Oliveira,195.268.730-68,26,M,pnovaes@example.net,787,9.616989058142856,6.0936509008186235,6.97405574740765,False,8
380,Maria Alice Cardoso,196.247.058-01,27,F,azevedomaria-julia@example.org,665,,,,True,2
381,Ana Clara Almeida,293.401.578-50,20,M,vcampos@example.org,728,,,,True,2
382,Fernanda Correia,094.153.826-51,25,F,cfarias@example.net,760,7.556181949762783,7.85535434451284,9.475722978637588,False,8
383,Sr. Levi Mendes,257.390.416-43,24,M,ana30@example.com,691,8.803401884779912,,,True,7
384,Amanda da Paz,425.671.803-62,19,M,raquelcampos@example.net,758,6.1464061897680455,6.179374903491314,6.855807593069391,False,8
385,Leonardo Silveira,536.817.092-03,19,M,da-pazraquel@example.net,754,,,,True,2
386,Srta. Emanuella Silva,958.317.246-46,27,F,luiz-miguelbarbosa@example.net,793,5.976236375316777,7.856871220165235,9.70217740841413,False,8
387,Heloísa da Costa,851.926.073-02,21,M,nascimentobrenda@example.org,775,,,,True,1
388,Ana Carolina Rocha,628.794.350-56,20,M,benicio38@example.com,680,7.584000970339618,,,True,6
389,Bernardo Fogaça,751.382.406-17,26,M,doliveira@example.org,731,,,,True,2
390,Enzo Gabriel da Cruz,627.049.518-02,27,F,costaalana@example.org,669,6.774015352547805,7.760038239599922,8.913306330893716,False,8
391,João Vitor Duarte,480.157.932-97,26,F,fviana@example.org,682,5.998529385634933,,,True,6
392,Srta. Brenda Pereira,526.048.793-10,23,M,cpeixoto@example.net,680,,,,True,1
393,Ana Lívia Cavalcanti,936.701.524-07,20,F,tcavalcanti@example.org,672,9.465593194788127,8.924576967385029,6.174069347820447,False,8
394,Sophia Ramos,061.248.795-49,22,M,evelyn25@example.com,725,8.877232138172529,,,True,3
395,Gustavo Nunes,074.681.295-76,19,M,isabel14@example.org,748,5.214520362355105,9.863251263940331,9.625824580191072,False,8
396,Lorenzo da Cruz,706.249.851-30,20,F,luiz-feliperezende@example.org,712,8.05069622034377,6.533699793256174,8.553579941257448,False,8
397,Alícia Rezende,582.079.416-85,18,M,teixeirajuliana@example.net,655,5.170878284894183,,,True,5
398,Maitê Barbosa,465.801.239-15,26,M,theo94@example.com,695,5.327834638650239,5.42166318001616,8.626515443761654,False,8
399,Samuel Castro,506.319.748-57,23,F,nda-mata@example.com,771,8.268317799554929,8.370699983605327,5.2453252234715295,False,8
400,Anthony Caldeira,963.524.108-98,20,F,matheusda-cunha@example.com,713,5.273868408069385,,,True,6
401,Davi Ferreira,302.867.549-83,21,M,hsantos@example.net,723,7.8819474101673475,6.603213708272378,5.208416544126834,False,8
402,Agatha da Cruz,954.637.821-64,19,F,almeidamaria-vitoria@example.org,761,6.768603626409781,6.078314863715416,6.739886755974151,False,8
403,Erick Ramos,574.029.381-23,23,F,barbosaenzo@example.com,774,9.673726091037242,,,True,7
404,Ana Júlia da Costa,823.061.947-69,21,F,imoraes@example.org,657,9.43889393901609,,,True,3
405,Bruno Nunes,506.129.743-16,22,F,vpeixoto@example.org,704,9.83063015206047,6.8984404967884325,5.981187714038812,False,8
406,Maria Vitória da Cruz,210.459.637-80,25,F,ribeiroyago@example.net,755,7.017654828736614,5.216528688499385,8.365807979558655,False,8
407,Eloah da Luz,219.586.734-55,23,M,marcos-viniciusviana@example.org,764,9.850169644251835,8.144780369566956,8.90850487647974,False,8
408,Lorenzo Santos,642.987.130-40,27,F,isales@example.org,689,7.8769105627481,,,True,6
409,Júlia Araújo,749.508.321-23,27,M,beatriz31@example.org,764,9.19303487037503,7.654841793139569,5.719242731562921,False,8
410,Bruno Teixeira,495.823.670-83,19,M,luiza89@example.net,738,9.437058009757315,7.559283529553336,6.126430762940108,False,8
411,Sr. Henrique Nascimento,640.198.325-60,18,M,leonardo91@example.org,793,6.381178122403803,,,True,5
412,Thales da Paz,984.730.125-50,27,M,rfarias@example.com,762,7.939455516398543,6.995692703606356,8.983459881780865,False,8
413,Maria Eduarda Costela,079.236.548-83,23,F,olivia32@example.org,761,7.319868748962386,,,True,7
414,Anthony Correia,935.108.647-00,23,F,freitaspedro-miguel@example.net,762,8.403136898209958,5.767919178919971,5.950644055468873,False,8
415,Dra. Rafaela Araújo,736.294.510-80,26,F,srezende@example.com,662,7.434939494941683,8.537489832045695,5.480350182076464,False,8
416,Matheus Pires,347.856.129-91,22,M,diogocardoso@example.com,751,6.665424688618013,7.054564273051049,7.418217837674767,False,8
417,Davi Costa,873.645.109-66,19,M,cavalcantijoao-gabriel@example.com,653,,,,True,2
418,Dr. Ian Nunes,284.703.169-31,22,M,oalmeida@example.net,798,9.633812231388212,9.46765350767284,5.042664577328139,False,8
419,Sr. Carlos Eduardo Cavalcanti,714.280.956-67,19,F,enricoaraujo@example.org,663,6.09759008302305,5.622866108641064,9.809659503996649,False,8
420,Mariana Pereira,631.748.905-00,19,F,caue62@example.net,713,7.877072906229013,,,True,5
421,Carolina Fernandes,397.286.541-46,25,F,kviana@example.org,796,,,,True,2
422,Manuela da Conceição,951.768.203-40,19,M,ateixeira@example.com,779,9.332201431286169,,,True,5
423,Maria Fernanda Lopes,279.438.605-00,26,F,maysadas-neves@example.net,674,8.014663807743672,9.238255893565233,5.348682562628801,False,8
424,Diego Jesus,928.751.043-14,22,F,elima@example.com,641,6.536096957390333,,,True,6
425,Sra. Mirella da Rosa,719.682.053-30,20,F,bda-paz@example.org,748,,,,True,2
426,Arthur Freitas,652.034.189-42,24,M,lucasazevedo@example.net,723,,,,True,2
427,Srta. Beatriz Alves,173.925.486-46,22,F,laurapires@example.com,761,5.752404790784749,9.294500816260726,6.661425024389787,False,8
428,Enrico Cavalcanti,493.125.680-51,27,F,marianebarbosa@example.org,662,7.057388443639297,,,True,7
429,Carolina da Cunha,825.961.073-68,20,M,novaesheloisa@example.net,696,6.421525544861053,,,True,7
430,Sra. Sophie Monteiro,527.309.648-00,18,F,benicioviana@example.net,777,8.849998794238061,,,True,5
431,Rebeca Gomes,218.394.076-03,25,M,danielada-rosa@example.net,799,6.244517886530374,6.713711562308952,5.699650377998102,False,8
432,Davi Lucas Novaes,263.910.745-34,20,M,gustavo28@example.org,726,,,,True,2
433,Lucca Pereira,985.263.701-03,20,M,barrosjoao-guilherme@example.net,656,7.108340295275089,7.921657111591574,8.962034582532342,False,8
434,Ana Lívia Novaes,680.129.437-78,25,M,emilly53@example.org,722,8.77852362635145,,,True,3
435,Vitor Freitas,217.945.683-28,26,M,kpinto@example.net,763,6.022293904307915,,,True,3
436,Isabelly da Paz,431.607.958-10,18,M,otavio35@example.com,670,7.414818240156001,7.044892754476468,9.39620983878709,False,8
437,Alana Azevedo,413.876.520-44,20,M,maria-luizapires@example.org,771,7.0774704856856,,,True,7
438,Júlia da Conceição,063.924.785-74,22,M,ana-luiza81@example.net,659,8.121181262890726,,,True,7
439,Eduardo Correia,716.340.592-80,25,F,nataliarezende@example.org,712,8.394422803784813,7.332362731568569,7.583727474847178,False,8
440,Alexia Gomes,271.408.569-58,25,M,ffarias@example.net,775,9.335691567425922,,,True,7
441,Pedro Costa,506.231.789-40,21,F,kramos@example.org,777,5.296152704824266,,,True,3
442,Fernando Campos,936.245.087-92,20,F,catarinagoncalves@example.net,713,6.625084020059452,5.850107588119167,5.445479389645703,False,8
443,Sra. Yasmin Moraes,547.826.901-85,18,F,marianelima@example.net,673,5.60045218353372,,,True,7
444,Yago Pereira,451.270.869-30,18,F,ucosta@example.org,731,,,,True,2
445,Sophia Correia,795.104.623-06,26,M,ceciliateixeira@example.net,689,8.719409027459193,5.336578030296602,6.449947765106073,False,8
446,Maria Clara Rodrigues,938.467.501-66,21,M,mcavalcanti@example.org,754,8.14859631721896,8.020720585760493,5.901574681892823,False,8
447,Pedro Caldeira,418.603.927-50,27,F,moraesjoaquim@example.com,738,6.527647596375593,,,True,7
448,Emanuel Rodrigues,651.237.948-91,27,M,onovaes@example.net,661,,,,True,2
449,Anthony da Luz,189.357.064-93,20,M,fernando31@example.net,765,6.549287252596742,,,True,5
450,Dra. Juliana Pereira,974.213.085-04,25,M,vicente62@example.org,640,6.580115781111047,,,True,7
451,Srta. Joana Costela,193.284.067-22,20,M,nogueirabianca@example.org,662,5.374809657535053,6.149503907493437,9.688137540519945,False,8
452,Francisco Cardoso,154.279.836-19,27,F,elisa32@example.org,753,9.495011478969104,9.488102577283012,6.284414193313664,False,8
453,Ana Júlia Fernandes,915.028.367-77,19,F,stephanysantos@example.org,711,,,,True,1
454,Anthony Pires,751.483.690-00,22,F,costarodrigo@example.com,668,5.571084340590758,,,True,4
455,Caio Teixeira,471.839.260-87,18,M,ppinto@example.net,779,,,,True,2
456,Maria Sophia Silveira,570.934.162-25,21,M,cardosothales@example.net,737,8.927348988546537,7.2065616441556255,7.0116420109356135,False,8
457,Sabrina Gonçalves,860.147.539-66,22,M,silveiraana-clara@example.com,769,7.991494519097319,5.546913742211022,9.924591123520173,False,8
458,Luiz Henrique Cunha,519.872.064-01,22,M,oferreira@example.com,682,9.679979095249529,,,True,3
459,Rebeca Moura,730.952.618-02,27,F,isabelda-costa@example.net,676,6.148964080729749,9.50522338527157,7.877476366211962,False,8
460,Sr. Pietro Dias,865.239.417-28,18,M,maysa15@example.org,740,5.69462638642411,5.735830095663149,6.154438938395779,False,8
461,Dr. João Silva,752.438.169-73,26,F,cpeixoto@example.org,676,7.045780382595675,8.905856816354726,7.701496743478037,False,8
462,João Fogaça,053.268.917-86,24,M,davi90@example.net,755,,,,True,1
463,Dr. Otávio Jesus,204.835.796-29,22,F,santosdiego@example.org,697,9.372382673805136,,,True,6
464,Maria Cecília Duarte,120.537.694-16,19,F,dduarte@example.com,722,6.250094436534876,,,True,6
465,Srta. Emilly das Neves,789.465.302-00,19,F,dmartins@example.net,698,6.423802920576614,9.17977929788093,7.913639126413016,False,8
466,Sr. Fernando Mendes,785.029.364-92,26,M,vda-costa@example.org,722,7.259892359446038,,,True,3
467,Maria Luiza Araújo,965.718.230-12,24,F,xgoncalves@example.net,721,9.933000746886364,,,True,5
468,Joaquim da Rocha,045.968.312-89,26,F,mariada-rosa@example.com,752,,,,True,2
469,Leandro Souza,097.342.815-50,19,F,luiz-miguel35@example.com,729,,,,True,2
470,Srta. Ana Clara Freitas,817.306.542-07,23,M,smoraes@example.net,752,7.329045028558497,,,True,5
471,Davi Lucca Silva,659.823.014-42,25,M,evelynaraujo@example.net,699,8.200971055337256,,,True,7
472,Ana Laura Oliveira,342.618.590-33,23,F,vsilva@example.net,675,9.932329185882944,8.60420495581941,6.912199086702672,False,8
473,Dra. Sophie Cardoso,530.296.147-43,24,F,wduarte@example.net,734,,,,True,1
474,Lara Melo,958.036.247-56,18,M,asilva@example.net,737,6.644016294324556,5.501275218820059,8.570287205654159,False,8
475,Levi Ferreira,386.475.129-28,21,F,arthur69@example.org,788,6.118684944199815,9.462909575811867,7.915435104354852,False,8
476,Gabriela da Cruz,503.741.698-10,25,M,gcosta@example.com,709,8.648016666868385,,,True,4
477,Sra. Letícia Moura,508.436.917-00,18,F,portoana@example.net,668,6.480302583748887,5.706094759381905,5.799395061044205,False,8
478,Sr. Cauê Jesus,724.619.358-82,25,F,da-mataleonardo@example.net,666,6.563029601720144,8.244944928354412,5.0841157497064176,False,8
479,Lucas Mendes,641.532.780-17,25,M,santosenzo@example.com,741,8.903387090785596,7.766533767745614,8.141972921260646,False,8
