,Nome,Sexo,CPF,Idade,Email,Nota Enem,CRAs_2semestre,CRAs_4semestre,CRAs_6semestre
244,João Gabriel Duarte,Masculino,023.187.654-80,19,vitor-hugoda-luz@example.com,705,5.021406161123888,7.394223294877069,5.159915561967997
245,Carlos Eduardo Caldeira,Masculino,509.423.871-04,27,isabel49@example.com,778,9.246926579080856,6.246709917063025,8.254800370762792
246,Srta. Catarina Porto,Feminino,104.976.358-01,26,xgomes@example.org,658,7.620585510010875,,
247,Marina Fernandes,Feminino,425.103.687-53,24,bruna07@example.org,682,6.402515472713536,,
248,Eduardo Sales,Masculino,218.360.795-59,27,da-matabruna@example.org,768,8.191010527974349,5.498393406164875,7.14692921402566
249,Kaique Costela,Masculino,980.165.432-51,18,yferreira@example.org,760,7.4353269369671935,6.283673856430311,5.080745093064283
250,Francisco Azevedo,Masculino,467.285.913-46,27,trezende@example.com,695,7.945970912442883,,
251,Agatha Barbosa,Feminino,253.469.710-25,21,kcardoso@example.com,771,5.137106195280402,,
252,Daniel Rocha,Masculino,784.351.920-32,18,da-rosaamanda@example.com,715,,,
253,Alexia Lopes,Feminino,629.318.547-19,24,ana-livia29@example.org,742,,,
254,Sr. João Guilherme Castro,Masculino,897.034.516-75,24,lorena34@example.net,786,5.951353956413138,6.037493864213381,7.910787680029959
255,Srta. Catarina Rocha,Feminino,986.317.520-02,24,gabriel30@example.org,787,5.860339795326724,8.602555188735565,5.232488585703394
256,João Felipe Silveira,Masculino,920.375.614-07,22,davi32@example.com,727,5.941041517309376,,
257,Maria Alice Alves,Feminino,208.175.634-07,19,mouraaugusto@example.com,641,6.421396385073983,6.943435196107247,7.83190785986022
258,Rafaela Cavalcanti,Feminino,980.412.573-05,18,icunha@example.org,789,6.140369916269333,8.054905089962103,8.362228532083426
259,Cecília Freitas,Feminino,197.432.608-03,20,mouraerick@example.org,766,5.769117118529017,6.685470773771447,9.386530878590115
260,Lorena das Neves,Feminino,403.712.685-08,19,gustavobarbosa@example.org,670,7.184519161497797,,
261,Thomas Jesus,Masculino,028.591.736-68,19,agathaaragao@example.net,755,8.746901720916446,8.830098176134758,9.417657951677672
262,Arthur Sales,Masculino,720.685.931-30,25,maria-cecilia01@example.org,644,6.993912406112323,6.921951505586659,5.741000257423257
263,Joaquim Oliveira,Masculino,906.237.815-30,27,cecilia48@example.net,756,9.571161012282808,,
264,Ana Julia Nunes,Feminino,625.741.089-49,22,igordias@example.com,776,7.058904686205666,9.093801750049533,9.013130036164393
265,Lorena das Neves,Feminino,146.293.075-16,27,wda-costa@example.com,662,7.201964151026623,8.001146680870399,9.929488660392764
266,Lorena Nascimento,Feminino,986.310.724-78,23,ana-carolinada-conceicao@example.com,787,6.715152993553769,5.4276330257478005,8.916472712425655
267,Anthony Jesus,Masculino,076.125.893-03,25,esther25@example.net,743,9.311247363375898,8.126650692892497,7.869289215274894
268,Lívia Nascimento,Feminino,870.293.615-12,25,fogacaclara@example.com,648,7.012741427662015,7.686263740536656,5.372081475659493
269,Srta. Manuela da Luz,Feminino,097.846.251-30,27,goncalvesnicole@example.com,694,7.925996900044884,9.441319977041118,8.466992048995998
270,Antônio da Cruz,Masculino,947.568.320-83,23,qnogueira@example.com,719,9.880849040091691,,
271,Davi Luiz Lopes,Masculino,934.015.278-60,22,ceciliada-luz@example.net,797,5.153050337037547,9.107083264059337,7.664344730606109
272,Pedro Henrique da Luz,Masculino,671.905.348-57,25,freitasfelipe@example.net,717,6.717252640701346,7.976260552253208,7.051858411777338
273,Melissa Novaes,Feminino,569.304.812-89,27,ncunha@example.org,750,5.153625460908441,9.726022858486015,5.209715471767541
274,Rafael Cardoso,Masculino,430.721.895-79,23,rodrigo93@example.org,651,5.271232674249441,5.2450275321201225,5.127095522116006
275,Nina Cavalcanti,Feminino,821.039.465-70,23,stellada-paz@example.com,746,7.739463500540409,,
276,Paulo Jesus,Masculino,814.760.253-71,25,lcorreia@example.com,669,8.079168548915066,8.34488870166972,9.723046032879274
277,Lucas Cavalcanti,Masculino,041.653.297-70,18,raraujo@example.net,670,9.111188173733185,6.2981589217361655,7.18324405417356
278,Ana Laura Pereira,Feminino,053.714.968-66,24,camposisabelly@example.net,640,7.998710001920872,8.047306666846943,7.507968144137014
279,Sr. Thales Santos,Masculino,785.369.201-30,23,msouza@example.com,734,9.795063138311733,9.964564108242897,7.387725919928885
280,Beatriz Ribeiro,Feminino,307.924.516-43,21,freitasnicolas@example.org,679,6.580910900593935,,
281,Nicole Moraes,Feminino,291.036.487-96,24,dlima@example.net,696,8.266947775624523,6.327860912938368,5.755027070390282
282,Dr. Danilo Sales,Masculino,750.129.438-05,20,nina59@example.net,751,7.320547074420036,,
283,Isabella Costela,Feminino,053.217.846-71,18,joao-felipe77@example.net,712,9.986222809222204,5.575884626046444,7.368227347283628
284,Sr. Luiz Henrique Cunha,Masculino,291.760.854-49,20,igorcarvalho@example.net,768,9.122130692167195,,
285,Vitória Fernandes,Feminino,420.591.763-52,28,larissaaraujo@example.com,782,9.539801234321347,,
286,Maria Clara Cavalcanti,Feminino,460.537.918-57,24,qteixeira@example.com,750,6.049953448480887,9.074130302925404,6.150264115546635
287,Sr. Daniel Lopes,Masculino,417.659.283-46,22,danielribeiro@example.org,703,6.894637103154378,,
288,Cauã Silveira,Masculino,841.795.362-00,26,beniciosantos@example.com,738,6.171728299118326,9.425477761672878,6.234617285888729
289,João Moura,Masculino,379.165.042-43,21,foliveira@example.net,789,8.53088359078686,9.184372147997827,7.644508834593099
290,Maria Eduarda Silveira,Feminino,624.837.091-50,24,anunes@example.com,781,7.725279973352301,7.97662925786392,6.9048988536627665
291,Maria Castro,Feminino,536.024.987-00,20,renan84@example.org,762,6.6417203825896465,,
292,Pedro Miguel Monteiro,Masculino,467.512.083-08,23,caua57@example.com,766,7.147892885707625,,
293,Erick Carvalho,Masculino,598.013.624-05,18,mirella98@example.net,797,9.543582224589453,8.79796081368282,9.662912300179459
294,Breno Gonçalves,Masculino,840.273.659-92,22,eloah49@example.org,694,9.447584769555903,8.8883441114947,6.195288211970675
295,Srta. Olivia Azevedo,Feminino,407.598.612-85,23,guilherme61@example.net,770,,,
296,Sr. Diogo Cunha,Masculino,627.140.953-99,21,stephanyporto@example.org,675,6.118390649496598,,
297,Srta. Mariana da Paz,Feminino,179.546.208-67,28,peixotoemanuella@example.com,796,9.463865857459215,9.617998827239395,9.584397329446738
298,Samuel da Luz,Masculino,458.173.296-46,23,ana-juliacaldeira@example.net,733,5.851940666365962,5.713062789738025,8.02650639310569
299,Carolina Castro,Feminino,106.528.739-95,18,caroline66@example.net,741,8.830268632338473,7.013603531932023,9.62834332662238
300,Laís Moraes,Feminino,930.187.654-00,27,yagomoraes@example.com,703,9.82663681907595,9.634696327053113,5.053458758539913
301,Raquel Freitas,Feminino,614.853.270-08,23,rfarias@example.com,793,9.146784145742698,5.507922971050837,8.090902898488174
302,Leandro Novaes,Masculino,482.690.173-96,25,epeixoto@example.net,756,8.752681532590998,,
303,Dra. Isabella Carvalho,Feminino,487.260.915-85,24,jesusvitoria@example.net,738,7.693408079967854,7.773181717580371,5.740665792280349
304,Sofia Silva,Feminino,435.172.860-44,19,barrosagatha@example.com,789,9.899559753782064,8.634493037352676,7.293827069264637
305,Felipe das Neves,Masculino,762.389.054-92,19,paulo71@example.com,678,6.998766750908171,,
306,Carlos Eduardo Ramos,Masculino,906.831.457-20,21,carvalhosophie@example.net,729,7.710926306636103,,
307,Otávio Ferreira,Masculino,940.281.563-51,27,trodrigues@example.net,712,6.103236812302882,9.801945267205294,6.331294118435958
308,Catarina Nogueira,Feminino,958.301.476-10,21,ribeiroolivia@example.com,734,9.547307963393335,6.587513901131139,9.678406820502747
309,Lorena Cardoso,Feminino,604.987.531-66,25,bianca02@example.com,797,,,
310,Dr. Enrico Cunha,Masculino,693.702.514-99,26,almeidaluiz-otavio@example.com,704,,,
311,Clara Correia,Feminino,135.608.274-26,20,davisilveira@example.net,773,9.686902170988109,6.004552494640369,9.911968235710514
312,Thomas Melo,Masculino,846.320.175-07,19,da-conceicaodiego@example.com,647,,,
313,Sra. Lavínia da Cunha,Feminino,160.937.248-40,25,ifreitas@example.com,778,6.185652517081311,7.078970597877166,6.538938484515021
314,Catarina Costa,Feminino,143.872.096-31,18,agomes@example.com,777,7.089212081680129,,
315,Sophia Cardoso,Feminino,948.270.361-87,21,limalucas-gabriel@example.com,682,8.787589663026711,,
316,Davi Rezende,Masculino,540.967.182-11,18,aragaomaria-luiza@example.org,741,7.110940450329813,7.656376298686819,6.962907017755855
317,Maria Eduarda Moura,Feminino,620.587.134-35,28,wpereira@example.org,793,6.208528590835804,,
318,Cecília da Luz,Feminino,790.652.134-06,20,matheus33@example.com,724,,,
319,Stella Cavalcanti,Feminino,329.158.067-21,27,azevedomaria-luiza@example.com,767,6.9242105685261155,,
320,Ana Julia da Cunha,Feminino,389.472.015-88,28,oliveiralucas@example.com,661,6.297688208451711,6.8767566913549505,9.930655760688799
321,Sabrina Silveira,Feminino,687.952.410-94,23,maria-fernandasilveira@example.org,650,5.545837539704471,7.619435304678242,5.602235382339568
322,Rafaela Nogueira,Feminino,561.927.408-01,20,alexiada-luz@example.com,727,6.90456750316353,5.675454651739793,7.195058347260512
323,Luiz Otávio Cunha,Masculino,486.907.513-00,22,maria-vitoriada-rosa@example.net,652,5.98878648718287,9.487334284878353,9.8751352748802
324,Ana Luiza Correia,Feminino,912.065.374-34,21,ana-sophia28@example.org,745,5.982974485557796,,
325,Maysa Moura,Feminino,492.516.780-49,21,ypinto@example.net,689,7.021849546373831,,
326,Isaac Costa,Masculino,684.730.195-39,25,evelynfreitas@example.net,706,9.221537182927058,7.407896822697715,6.429504054630996
327,Bruna Moraes,Feminino,504.768.219-67,27,enzo79@example.org,685,8.283719633145884,7.636418638097748,9.742236285005918
328,Luigi Freitas,Masculino,470.215.936-43,24,melopietro@example.org,793,7.6383184809770786,,
329,Antônio Castro,Masculino,176.308.549-00,19,vinicius48@example.net,674,6.753056479307197,,
330,Luiz Felipe Ribeiro,Masculino,320.941.657-52,27,andremelo@example.org,778,9.337278177673346,,
331,Srta. Rebeca Dias,Feminino,627.184.903-22,22,enzo-gabrielfogaca@example.org,751,7.318391450528292,6.525899402046055,5.826319198896756
332,Evelyn Santos,Feminino,548.907.216-49,28,beatriz01@example.net,784,7.946499651080062,6.4029507583572265,9.533852910511207
333,Sra. Ana Luiza da Costa,Feminino,094.237.681-13,24,diego64@example.net,661,9.765058512387887,,
334,Vitor Gabriel da Costa,Masculino,850.623.741-62,22,da-motacaua@example.org,687,9.674412698941936,8.18060693848038,5.420984520430943
335,Beatriz Dias,Feminino,617.429.583-46,21,helenacunha@example.org,739,6.283196442528849,8.26176502943078,5.854037983022618
336,Pedro Miguel Rodrigues,Masculino,243.681.975-00,26,ana-juliacunha@example.net,678,5.002572140563944,,
337,Luiz Miguel Aragão,Masculino,908.245.163-89,23,laurajesus@example.com,710,7.587737794587198,7.528812532001048,7.773826204889695
338,Dra. Maria Eduarda Moreira,Feminino,746.153.209-06,21,diasisadora@example.net,641,6.367901523381231,6.907492201525822,9.875324488431186
339,Maria Vitória Peixoto,Feminino,805.192.647-11,26,marianacardoso@example.net,782,,,
340,Lorena Cavalcanti,Feminino,581.943.207-04,25,raquelsilveira@example.org,703,8.719543320288654,8.129475241408821,9.531283537410637
341,Leonardo Barbosa,Masculino,076.891.425-67,22,carlos-eduardo18@example.org,700,,,
342,Samuel Barbosa,Masculino,690.714.853-66,24,pereiravitoria@example.com,699,9.936476301270233,,
343,Dr. Antônio Rodrigues,Masculino,487.130.652-62,28,costadiogo@example.org,675,6.105685489258317,5.930877305368873,9.818125049216857
344,Renan Costa,Masculino,802.317.564-53,25,rafaela70@example.com,796,9.571181486223818,5.9131113048970105,5.535866219757391
345,Erick Martins,Masculino,852.643.710-08,26,isabella53@example.com,690,9.581470657274604,8.213168157719062,7.056991090989726
346,Carlos Eduardo Martins,Masculino,641.708.325-07,22,enzonogueira@example.net,785,6.5363423948754775,9.312590752990427,8.704425412652977
347,Gustavo Henrique Almeida,Masculino,731.265.409-61,24,marcelo65@example.com,789,9.930547603551563,,
348,Vitor Hugo da Cunha,Masculino,283.107.649-87,28,goncalvesdavi-lucas@example.net,730,9.564037514104776,,
349,Thales Cardoso,Masculino,503.492.187-14,21,antonioporto@example.net,738,8.31513515374629,5.5865382082766635,9.58155005959285
350,Dra. Isabelly Rezende,Feminino,429.763.501-16,25,heitor72@example.org,753,8.737597049897188,9.603947848158581,9.470706573183646
351,Arthur Nunes,Masculino,732.640.815-71,23,lavinia45@example.org,800,6.86400635222384,7.809184196000329,7.638576419063503
352,Larissa Correia,Feminino,147.235.968-28,25,goncalvesmaite@example.org,775,,,
353,Nicole da Cruz,Feminino,627.518.493-00,25,rezendegustavo@example.com,762,5.740237814725487,,
354,Srta. Lorena Santos,Feminino,054.283.761-71,19,ferreiralucas-gabriel@example.com,720,5.705362161652552,,
355,Sr. Diego da Luz,Masculino,176.028.954-01,27,camposcaroline@example.net,788,,,
356,Maria Fernanda da Mota,Feminino,437.598.016-84,24,thales80@example.com,664,8.7836656907098,5.346718744829644,9.019266043353756
357,Sr. Ian Gomes,Masculino,962.503.478-10,23,luana80@example.net,788,9.89781585820392,5.1850262448581885,6.395642766662526
358,Juliana Martins,Feminino,359.726.148-55,22,leandro15@example.org,716,6.780419123668285,,
359,Dra. Heloísa Martins,Feminino,250.468.713-35,18,natalia00@example.com,763,5.352915360839319,,
360,Srta. Eloah Barbosa,Feminino,612.895.407-30,22,julianacorreia@example.net,797,,,
361,Clara das Neves,Feminino,948.562.173-64,18,maria-ceciliacorreia@example.com,681,,,
362,Sofia Moraes,Feminino,470.359.682-29,18,erezende@example.net,768,8.02213173799461,7.957510257974883,5.691072488628828
363,Fernanda Duarte,Feminino,428.076.315-17,27,jesuslavinia@example.com,683,9.380640734562995,6.191874172890421,7.966304307164072
364,Vitória Lopes,Feminino,930.846.275-92,21,nataliacorreia@example.net,796,9.411524308341527,,
365,Luiz Miguel Dias,Masculino,802.516.347-44,18,csales@example.org,708,7.895579396390347,,
366,Kaique Fernandes,Masculino,267.451.390-06,21,melissafarias@example.com,789,9.208019668857876,6.868074644492989,5.068386928088905
367,Srta. Lara Cardoso,Feminino,782.143.509-05,22,egoncalves@example.com,648,9.692362067877518,,
368,João Costela,Masculino,350.427.619-34,23,luiz-miguelfogaca@example.com,723,7.222070485619337,6.950056904536181,6.821601638913311
369,Ana Sophia Caldeira,Feminino,358.924.607-38,20,lpinto@example.com,662,,,
370,Lucca Nascimento,Masculino,549.612.073-06,28,caue26@example.com,683,8.933754666976725,7.7349089439214325,6.725161181116919
371,Vicente Nunes,Masculino,046.359.871-75,27,ana-julia04@example.org,728,9.014679493318097,6.650430874553241,8.028759344248137
372,Luiz Henrique Gomes,Masculino,307.518.946-48,28,lara68@example.com,701,5.071399344697599,,
373,Stella da Conceição,Feminino,320.519.648-15,25,nogueiraelisa@example.com,686,8.081477770301662,,
374,Eduarda Nunes,Feminino,459.817.630-00,21,maria-sophiaalves@example.org,710,5.982769474090376,7.104630615660942,8.208154735009087
375,Srta. Eloah Pereira,Feminino,794.381.520-32,24,lorenzosilva@example.org,680,7.631474517912568,,
376,Nicolas Melo,Masculino,723.164.590-99,25,beatrizsilveira@example.org,727,8.849481814758915,8.730324693350369,7.358553810257262
377,Dra. Gabrielly Barros,Feminino,742.501.398-32,23,lara96@example.net,685,9.311264422742001,7.1258551141847875,8.251373859794505
378,Mirella Martins,Feminino,076.283.419-69,21,mouraalexandre@example.org,653,,,
379,Dr. Enrico da Mota,Masculino,438.796.105-84,28,joao-gabriel03@example.net,792,,,
380,Daniel da Cunha,Masculino,136.802.974-40,21,yago44@example.com,772,9.288730276295977,5.697296937591517,7.208174641081163
381,Eduarda Cardoso,Feminino,187.690.435-66,20,ramossabrina@example.org,755,8.026401728535014,9.069486629365198,9.443010002613228
382,Enrico Ramos,Masculino,326.174.598-37,20,raul81@example.com,674,,,
383,Evelyn Porto,Feminino,670.895.342-00,22,qjesus@example.net,687,6.458596403636763,,
384,Levi Oliveira,Masculino,124.580.736-62,27,luigi11@example.org,684,,,
385,Sr. Kevin Correia,Masculino,510.492.763-61,22,marinadas-neves@example.org,674,,,
386,Vitor Gabriel Costa,Masculino,435.962.108-60,22,kaiquebarros@example.net,644,,,
387,Ana Sophia Pinto,Feminino,406.987.125-01,19,ribeiroelisa@example.com,773,7.6295265124735785,,
388,Francisco Barbosa,Masculino,934.285.071-50,18,frodrigues@example.com,783,5.288038657836955,9.36255869408996,7.51620190031472
389,Vitor Hugo Almeida,Masculino,059.674.218-58,27,ferreiraleonardo@example.org,722,9.619097612978965,,
390,Ana Vitória Viana,Feminino,350.894.217-14,26,ppires@example.org,728,7.481551367157914,9.052773195439046,9.60731397364647
391,Gabriela Ribeiro,Feminino,481.527.960-85,22,alicecunha@example.com,694,,,
392,Carolina da Cruz,Feminino,140.235.789-32,25,joao97@example.net,735,5.486378478546628,5.088327894318643,8.031015540893272
393,Lucas Gabriel Correia,Masculino,419.826.507-02,22,marcelaviana@example.org,785,5.971405559219962,8.399238460625298,6.012151945322643
394,Nathan Sales,Masculino,578.913.240-50,25,yasmin72@example.com,659,7.478380108533993,7.222846243134129,8.457345098576603
395,Srta. Isabella Freitas,Feminino,257.098.641-02,19,luanamoreira@example.net,749,5.423497183481439,,
396,Dra. Juliana da Mata,Feminino,209.786.513-59,25,ramosclarice@example.org,770,6.646244263342334,7.52593086705351,7.789401153255121
397,Gustavo Vieira,Masculino,456.387.920-74,23,daniel40@example.net,749,,,
398,Vitor Hugo Sales,Masculino,215.678.049-85,27,lporto@example.org,741,6.233458453215373,5.145805133910732,5.847853413967007
399,Guilherme Moraes,Masculino,860.473.219-50,28,mdias@example.com,703,9.954585298042053,9.342025816492136,9.62672219528702
400,Ana Clara da Cruz,Feminino,714.862.059-76,26,enriconogueira@example.net,721,5.177121240299908,7.680251178972494,8.546695306562821
401,Fernanda Costela,Feminino,269.748.103-69,23,da-luznina@example.org,783,,,
402,Davi Lucca da Paz,Masculino,627.849.310-13,25,jviana@example.net,733,6.671485759891352,8.821135429768669,6.300089185026186
403,Dra. Natália Farias,Feminino,085.194.762-01,27,brenda38@example.net,699,8.169917226618933,,
404,Renan Oliveira,Masculino,345.017.968-39,20,esther42@example.com,707,6.219021003331714,,
405,Enzo Viana,Masculino,804.156.973-01,21,wfernandes@example.com,665,,,
406,Breno Sales,Masculino,215.486.390-60,22,renanjesus@example.org,668,6.355254964403918,,
407,Ana Júlia Costa,Feminino,046.387.259-29,27,fmartins@example.com,697,5.345356827483151,,
408,Enzo Monteiro,Masculino,805.341.679-93,20,cdias@example.com,642,9.883471475285653,7.68566537183131,9.063499272305808
409,Maria Luiza Cardoso,Feminino,028.695.714-02,18,goncalvesnicolas@example.net,748,9.390357455942862,5.598466084034213,7.997009905846353
410,Alice Nogueira,Feminino,731.259.086-12,25,santosolivia@example.org,698,6.1255834803051545,5.782413223095278,6.231187939323619
411,Murilo da Cunha,Masculino,954.283.601-51,19,xpereira@example.org,703,9.424204955329603,,
412,Luiz Felipe Cavalcanti,Masculino,879.263.510-59,24,pedroduarte@example.com,759,5.385797503137757,6.018074984128733,5.163444323228336
413,Sr. Bryan Moreira,Masculino,736.945.820-29,21,carolina17@example.org,653,8.907450659758137,8.197180258146297,9.867228955687812
414,João Vitor da Conceição,Masculino,198.634.270-04,20,luccapires@example.org,738,6.7780457780506245,5.40780709613814,5.757584011216753
415,Emanuel Dias,Masculino,357.964.128-09,22,caio55@example.com,751,5.81013748258241,,
416,Pietra da Cunha,Feminino,172.465.908-11,25,pcardoso@example.org,775,5.186469718983523,,
417,Lucas Gabriel Ramos,Masculino,041.568.397-10,22,maria-sophiacorreia@example.com,656,,,
418,Dra. Ana Julia Aragão,Feminino,628.940.137-87,23,dlima@example.com,797,5.342578522884962,6.4093320115664,6.790400694283214
419,Davi Lucca Barbosa,Masculino,107.964.523-34,20,ribeirodavi-lucas@example.com,764,,,
420,Yago Cardoso,Masculino,957.604.182-11,24,martinslarissa@example.com,745,9.200940809170977,,
421,Fernanda Pires,Feminino,748.639.125-28,21,araujosarah@example.net,725,,,
422,Gabriela Aragão,Feminino,584.709.163-00,18,ana-lauraalves@example.net,716,6.740564366933075,7.443400759993997,5.06486713244688
423,João Felipe da Mota,Masculino,863.294.107-04,21,da-costaluiz-fernando@example.com,798,8.24512723996729,5.730467801310321,5.960743995349257
424,Luiz Felipe Pereira,Masculino,026.514.973-80,20,davi-luccalopes@example.org,647,8.288831548297104,,
425,Clarice Souza,Feminino,542.863.179-19,22,luna89@example.org,655,7.1331492278662445,,
426,Samuel Fernandes,Masculino,940.361.758-66,20,lucasferreira@example.com,663,9.819933123505342,,
427,Davi Sales,Masculino,708.962.431-50,22,ununes@example.com,772,5.59302360490901,,
428,Mariana Rodrigues,Feminino,139.486.720-40,24,martinsisabel@example.org,699,,,
429,Carolina Teixeira,Feminino,945.713.280-79,27,ribeirodavi-lucca@example.net,673,7.834912415814696,,
430,João Guilherme Araújo,Masculino,539.861.204-24,21,oliveiramatheus@example.org,715,8.300720357927304,,
431,Thomas Ramos,Masculino,605.781.392-86,28,das-nevescalebe@example.org,753,6.250506765992459,,
432,Laís da Rocha,Feminino,240.376.598-83,26,caroline02@example.com,799,6.360953464219255,,
433,Yago Almeida,Masculino,359.127.084-97,28,goncalvesbianca@example.org,648,,,
434,Thales da Cunha,Masculino,048.351.627-90,26,luiz-miguelgomes@example.net,736,5.004890889100291,5.016413758128636,9.64066018471388
435,Theo Cavalcanti,Masculino,156.089.472-58,19,marcelo84@example.com,716,5.618025928944749,5.187675234758023,7.396092026212818
436,João Gabriel Barros,Masculino,837.294.016-96,27,benjamin08@example.com,744,6.093939324515611,,
437,Matheus Gonçalves,Masculino,268.037.514-90,19,ugomes@example.org,705,6.553248900854334,,
438,Danilo Sales,Masculino,470.561.892-02,24,nascimentoleonardo@example.com,784,7.175599519700325,,
439,Esther Alves,Feminino,158.024.936-15,23,da-mataemilly@example.org,788,,,
440,Luigi Novaes,Masculino,739.158.240-97,20,xdas-neves@example.net,645,5.115673319340548,,
441,Danilo Alves,Masculino,796.134.025-43,22,pietrasouza@example.org,646,7.635629714286635,,
442,Sra. Julia da Cruz,Feminino,271.084.359-50,25,samuelfogaca@example.org,791,9.47363011130942,5.9528569298754705,6.227921659905139
443,Vitor das Neves,Masculino,863.519.074-20,24,jcardoso@example.com,644,7.982622177681524,,
444,Maria Fernanda Moreira,Feminino,048.963.725-65,27,igordias@example.org,795,7.347645479874403,5.008620348607755,7.947698232092846
445,Joana da Rosa,Feminino,431.258.706-07,22,aliciacardoso@example.net,691,6.0465030857152495,9.563345070617302,5.660196292316425
446,Sabrina Rodrigues,Feminino,064.972.358-92,19,da-rochaagatha@example.com,691,8.414267700381629,,
447,Sophia Correia,Feminino,827.051.943-04,22,daniela66@example.net,690,9.427898607629738,6.18331672641351,7.355253499810293
448,Clarice Fogaça,Feminino,846.152.073-44,23,gustavo-henriquedias@example.org,707,8.498730361204169,5.867615580773985,7.133050696352896
449,Carlos Eduardo Ribeiro,Masculino,716.930.258-68,23,wrezende@example.com,775,8.88075677651478,,
450,Ana Carolina Silveira,Feminino,195.402.637-43,23,qlopes@example.net,705,8.489760158636154,,
451,Ana Laura Campos,Feminino,168.209.534-70,18,gustavo86@example.org,701,6.864984423999999,5.394184144456623,8.189453101120849
452,Heitor Almeida,Masculino,526.473.018-08,22,silvanathan@example.net,755,7.057288972071117,8.141855927909699,9.589718429655935
453,Luigi Viana,Masculino,971.258.463-19,26,cunharenan@example.org,696,5.8158058345856265,6.792431078271149,6.231222751211846
454,Marcos Vinicius Melo,Masculino,906.523.478-00,22,joao-gabriel05@example.org,749,7.089241591039717,9.64208695173867,6.860802582250978
455,Luana Farias,Feminino,480.329.751-79,18,melissa67@example.org,783,,,
456,Juliana Silveira,Feminino,071.482.539-50,23,ifernandes@example.net,705,9.256411118193727,9.742828681580868,8.15239498781457
457,Júlia Martins,Feminino,364.901.258-89,23,brunamendes@example.com,734,8.591224185252742,5.87602913969517,9.90575170954959
458,Thomas Moreira,Masculino,824.160.973-69,20,carvalhodavi@example.net,692,7.718155954080428,,
459,Paulo Aragão,Masculino,147.369.502-34,24,sabrina33@example.org,745,,,
460,João Guilherme Silva,Masculino,103.578.962-03,28,da-conceicaojoao-pedro@example.com,693,,,
461,Maria Clara da Mota,Feminino,591.438.702-79,23,kaique55@example.org,666,5.71816335834065,7.297186861927293,5.878396545213306
462,Davi Luiz Cavalcanti,Masculino,670.259.314-70,21,felipe48@example.com,658,5.004913832215451,8.681181066610105,6.779684880341477
463,Luiza Melo,Feminino,403.291.687-03,25,xrocha@example.com,640,5.235739424895768,,
464,Dr. João Vitor Monteiro,Masculino,974.253.180-32,25,wcorreia@example.net,745,6.615056101497079,,
465,Agatha da Rocha,Feminino,183.760.524-62,25,ana-liviaaraujo@example.com,727,7.635034453461902,7.547115390103571,6.803362497581871
466,Bruno Farias,Masculino,019.328.546-06,23,davi16@example.com,646,5.045471853725155,8.969410776963176,8.313699554271679
467,Mirella Ramos,Feminino,692.437.158-28,27,bernardo69@example.com,654,8.437449064053064,8.5748253812308,5.849367976320416
468,Manuela Moura,Feminino,679.815.043-84,25,natalia14@example.net,719,6.823922948633339,,
469,Srta. Carolina da Paz,Feminino,890.263.147-87,25,almeidayasmin@example.com,708,8.732408850976908,,
470,Sr. Thomas Lopes,Masculino,475.281.039-50,20,wda-mota@example.net,678,5.6762340961882645,,
471,Ana Clara Fernandes,Feminino,610.258.349-33,28,luiz-felipepires@example.com,652,9.624059900094094,5.6961423783193785,8.534056174871921
472,Emanuel Nogueira,Masculino,194.803.765-39,18,moraesfelipe@example.com,754,9.282247827731883,9.848351410830066,6.221228014097846
473,Pedro Miguel Costela,Masculino,980.354.672-47,21,luiz-otavio05@example.net,669,7.306223997982281,,
474,Lucca Rocha,Masculino,809.127.356-86,20,oliviagomes@example.net,711,6.16191483333551,,
475,Maria Julia Rezende,Feminino,628.943.705-47,22,camila18@example.com,712,5.162804426610147,9.644391085274904,9.410908341569906
476,Alana Novaes,Feminino,321.468.975-46,18,arthurcarvalho@example.org,781,,,
477,João da Luz,Masculino,325.409.718-14,19,bda-mota@example.com,749,6.757085801277092,,
478,Carlos Eduardo da Conceição,Masculino,049.581.327-32,28,ucostela@example.org,727,,,
479,Srta. Brenda Rocha,Feminino,028.497.561-30,23,noahcardoso@example.org,707,7.667959535101794,6.5157204422919115,7.080310300032213
480,Rafaela Peixoto,Feminino,507.843.912-97,21,wmartins@example.com,664,6.107611805257937,,
481,Julia da Mata,Feminino,832.501.467-90,23,daniela68@example.org,730,6.57651958307006,6.05444106467274,9.89102335031686
482,Leandro das Neves,Masculino,425.389.710-04,20,amendes@example.net,677,9.441582948997185,,
483,Arthur Viana,Masculino,318.904.672-78,21,edas-neves@example.org,711,6.063359290082832,6.741142647882029,9.450002037267916
484,Nathan Vieira,Masculino,932.084.756-83,21,rafaelacastro@example.org,715,9.993682111320325,9.20917835371992,7.3747056155808535
485,Lucas Gabriel da Luz,Masculino,608.925.473-83,19,csantos@example.net,644,8.080587503949241,8.071425723409124,5.091497344470415
486,João Pedro Barros,Masculino,376.109.528-77,26,wpires@example.org,758,7.410922719157631,,
487,Lucas Gabriel Silveira,Masculino,254.893.016-51,22,vitor93@example.com,748,6.000211253632539,7.226743590159906,5.09170710844391
488,Dra. Maria Fernanda Rodrigues,Feminino,469.870.125-20,20,tsilva@example.org,695,7.85364703401539,,
489,João Vitor Pereira,Masculino,691.538.240-24,27,bcaldeira@example.net,769,6.788266116798626,,
